close, Volume,open,high,low
44.3614,179414674,44.1428,44.8928,43.8386
44.2171,136781721,44.6228,44.9628,43.8286
43.9243,92488648,44.1528,44.2914,43.7571
44.12,96214749,44.1557,44.5143,44.0628
44.0071,97175079,43.8386,44.2486,43.6643
43.9757,97963209,43.95,44.2714,43.6571
43.6057,137111911,43.9928,44.0,42.9857
42.9971,106459252,43.4614,43.6971,42.9814
43.4543,105463082,43.1743,43.6571,43.1714
44.1943,107689502,43.8571,44.3128,43.8571
44.6857,126496828,44.4814,44.6971,44.0757
45.4671,159613418,45.0643,45.74,45.0043
45.3043,90104657,45.4271,45.6528,45.25
45.5171,69985111,45.3143,45.6814,45.2514
45.1543,95514329,45.8643,45.9,44.9286
45.4328,95152429,45.2343,45.5386,44.7928
45.2364,90179837,45.0,45.4857,44.8928
44.0043,198704230,45.1428,45.2143,43.3757
43.8621,100475160,44.0657,44.3628,43.7528
43.0843,164041549,43.6743,43.9428,42.76
42.9286,119653066,43.0286,43.4271,42.5371
44.0614,123123667,43.6,44.2386,43.5271
43.8186,96113949,43.9957,44.0571,43.6057
44.7657,97869619,43.8114,44.7657,43.6957
44.1043,129372219,44.35,44.5357,43.7943
44.9707,103401091,44.5714,45.0571,44.5357
45.0,59436255,44.82,45.3857,44.7057
45.2671,110489713,45.0714,45.3543,44.4828
44.45,125157098,44.7914,44.9086,44.41
45.2,114829084,45.0386,45.3928,45.0
45.45,115699815,45.3614,45.5714,44.9843
45.3486,85503906,45.2871,45.5214,45.1914
45.7357,111165143,45.52,46.0471,45.4886
45.4586,97437439,46.2571,46.2843,45.4457
45.8586,80165284,45.6614,45.86,45.3014
45.6796,73378782,46.0188,46.0714,45.5743
45.7943,65576594,45.6643,45.8643,45.5143
45.9528,109673093,46.3386,46.4371,45.8571
45.7557,87718986,45.9614,46.0771,45.5714
45.7657,103780771,45.7143,46.1428,45.5986
45.8928,80244454,45.87,46.0871,45.7286
45.8014,96587849,45.9471,45.97,45.7471
46.03,96006079,45.9428,46.1786,45.4614
46.315,63928793,46.1428,46.3414,46.0071
46.4514,66449697,46.3371,46.5314,46.2214
46.2286,55731469,46.4286,46.45,46.1671
46.3828,62274056,46.1217,46.4914,45.9314
46.4957,43898371,46.5586,46.6657,46.4371
46.47,40775656,46.6028,46.6357,46.4428
46.2371,39354103,46.4971,46.5014,46.15
46.08,48344906,46.1357,46.2114,45.9014
47.0814,110964733,46.52,47.18,46.4052
47.3271,77212123,47.4914,47.5,46.8786
47.7143,63310259,47.0786,47.7628,47.0714
47.6757,74957912,47.817,47.8928,47.5571
48.0171,77371653,47.7128,48.05,47.4143
48.9221,111939414,48.4043,49.0328,48.1671
48.8057,110618303,49.2686,49.28,48.4957
49.2028,75491803,49.0357,49.2043,48.8571
49.3828,74023552,49.3086,49.52,49.1214
49.7828,76865693,49.4128,49.7828,49.2057
48.6643,462442329,47.0743,49.2518,46.5714
48.4057,283119845,49.7643,49.8,48.1257
47.5257,190898107,48.0614,48.3286,47.16
46.6743,188198066,47.6814,47.84,46.6614
48.2071,143251473,46.6957,48.2071,46.6743
48.7714,135998561,48.0471,48.7771,47.7957
49.1214,126542748,48.9943,49.3714,48.7857
49.03,71129331,49.1114,49.2418,48.9758
48.0143,147746454,49.1671,49.2,47.6468
48.4743,94202598,47.9714,48.5771,47.7571
49.29,106341512,48.7571,49.3786,48.7114
49.1886,64653258,49.2071,49.3214,49.0786
49.0628,98290879,49.1143,49.1771,48.3643
49.5,80346164,49.0914,49.5286,49.0728
50.2686,121039906,49.6986,50.4643,49.6628
50.7428,94755248,50.5257,50.7886,50.3071
51.1657,120447916,50.7414,51.2857,50.6957
50.6486,231786170,51.0557,51.4286,49.7143
50.9786,91775628,50.6789,51.1143,50.5057
51.3114,77500243,50.97,51.3543,50.9586
51.4143,70731871,51.3128,51.4243,51.0786
51.8757,118767216,51.5428,52.1286,51.5
51.1857,132320200,51.0357,51.4671,50.9314
50.08,203326891,51.2443,51.3571,49.9314
48.3728,217592825,48.8786,49.3428,48.2457
48.9457,167580960,48.3957,49.2343,48.3728
48.9828,124804997,49.1457,49.3071,48.3386
49.7371,94401188,49.3228,49.7757,49.2571
50.4586,100497210,50.1771,50.7214,50.16
49.9014,113527924,50.7814,50.8171,49.6687
50.3028,150412615,49.9943,50.6214,49.7714
51.3657,124643787,51.0271,51.3986,50.8457
51.4286,113155454,51.4386,51.47,51.1071
50.7657,136302361,51.6286,51.6671,50.1871
50.8228,88957077,50.7014,51.0571,50.3214
50.3528,113249954,50.67,50.68,50.0857
49.5243,126724608,49.8743,49.9671,49.2714
50.2843,117542215,49.3328,50.3314,49.2857
50.5086,108959443,50.4543,50.9263,50.1871
49.3471,179747944,48.8714,49.6914,48.5857
47.1443,287646046,48.8571,49.0,46.6086
47.8057,164523359,48.1186,48.5157,47.2371
47.2386,188150886,48.1614,48.3143,47.1428
48.4714,103178211,47.9986,48.5343,47.8943
48.7428,81435364,48.9371,48.9457,48.4486
48.4557,93078328,48.4686,48.6028,47.9928
49.2814,100635740,48.8357,49.4286,48.4086
50.22,111997444,49.7243,50.2943,49.5743
50.0628,77053503,50.45,50.6171,50.0628
50.1371,88011586,49.6657,50.1371,49.4371
49.8043,82147055,50.0914,50.1257,49.6343
49.7868,68453161,49.48,49.9714,49.4371
49.2228,104496031,50.1586,50.2267,49.0428
48.7414,114751314,49.1871,49.2286,48.3428
48.4128,120651896,48.1414,48.8928,48.0
48.2914,100460810,48.7457,49.1286,48.1628
48.2971,93268378,48.3,48.6328,48.0043
47.8657,94195248,48.56,48.5928,47.7071
47.2571,99679750,47.7228,47.9528,47.1457
47.4857,106196122,47.2128,47.6757,47.1714
48.0186,86483416,47.86,48.02,47.5028
47.4886,75357053,47.8286,48.0,47.4371
46.78,113325554,47.6143,47.6628,46.6857
47.4071,152935766,46.5857,47.4614,45.7371
48.2657,104574571,47.5857,48.2828,47.3871
48.9157,165860990,49.0728,49.3928,48.7857
50.0994,188240276,50.7143,50.7328,49.7886
50.4298,66418687,50.0486,50.5357,50.0428
50.06,84367665,50.5171,50.7128,49.9071
50.0214,88778857,50.32,50.3357,49.5857
49.5357,89955627,49.4557,49.9643,49.36
50.0186,208434163,49.54,50.5643,49.5237
49.4686,110396403,49.9628,50.067,49.3571
49.7428,78201993,49.7128,49.9843,49.3743
49.9386,97622099,49.7514,50.2614,49.5543
49.5357,83850155,49.7714,50.1357,49.4357
49.5228,69991117,49.9557,50.0,49.4586
49.6571,51143653,49.6943,49.8857,49.5039
49.9214,71227611,49.8414,49.9557,49.5228
49.6043,83509605,49.86,50.0,49.32
49.51,79915454,49.4457,49.5886,48.8957
48.6428,81443694,49.38,49.4643,48.6214
47.6143,112334984,48.4571,48.7457,47.5143
48.02,113030224,47.4286,48.02,47.2471
48.5528,83511355,48.0671,48.7214,48.0
48.6471,65148271,48.8686,48.9163,48.3814
47.8886,84476515,48.5086,48.7071,47.86
47.7714,95541069,47.1386,47.9971,47.06
47.4557,80444934,47.9286,47.9856,47.3343
48.1114,73437442,47.6328,48.3657,47.55
47.8571,55623739,47.9957,48.1271,47.7764
48.2014,50882462,47.8286,48.2328,47.7586
49.69,104084431,48.7286,49.69,48.7143
49.3586,138299601,49.8386,50.3046,49.2357
49.4431,84669645,49.5,49.7114,49.1857
49.0628,77951813,49.0257,49.3328,48.8586
48.2914,115190075,49.3857,49.5786,48.2586
47.4343,132345680,48.31,48.3171,47.4143
47.4628,83311015,47.3971,47.8286,47.2357
47.3557,68737284,47.6071,47.6671,47.25
46.5571,108450403,47.2214,47.38,46.5014
46.6571,82344175,46.7428,46.9014,46.4386
47.4914,83499035,47.1428,47.6071,47.0443
46.6786,98960500,47.1071,47.1857,46.4114
46.4514,126824918,46.7,46.9544,45.4757
45.7514,153715076,46.9986,47.0357,45.6228
45.0457,159899088,45.3364,45.3857,44.3571
46.4714,123112957,45.24,46.5428,45.0286
46.0871,97468589,46.4514,46.9857,46.0543
47.3186,139572412,45.5628,47.3843,45.4457
46.6214,109887573,47.3386,47.5928,46.4414
47.4343,84812375,46.7986,47.7,46.75
47.8943,73368002,47.6643,48.1,47.6343
47.72,88123516,48.0057,48.0528,47.4114
47.9528,80686784,47.8143,48.0186,47.5486
49.0371,109926493,47.9928,49.0714,47.7428
49.9186,88675467,49.0,49.9757,48.9286
50.2514,110994483,49.85,50.5857,49.53
51.0286,99596520,50.6671,51.1428,50.5714
51.3871,122332877,50.4771,51.4286,50.3143
50.5714,110366513,50.9057,51.3957,50.4028
50.5357,112716764,50.5043,51.0971,49.8028
51.1457,97557419,51.19,51.4286,50.9114
51.11,107130272,51.5728,51.6586,50.9057
52.1314,120737646,51.5957,52.1428,51.31
53.4,142687483,52.2043,53.5214,52.1828
53.8357,198837160,54.0,54.0928,53.3314
55.2714,234799250,56.5886,56.61,55.1428
55.3271,131469069,55.2786,55.7228,54.8428
56.1857,128609149,55.4743,56.4357,55.3928
56.9286,147129404,55.7643,57.1428,55.66
57.63,118968676,57.1428,57.7857,57.0971
56.0843,164365019,57.2271,57.52,56.0214
55.9743,148241774,55.9457,56.7128,55.4471
55.7828,157856347,55.3771,56.45,54.8571
56.6786,152529696,56.8257,57.0714,56.0528
55.5586,159570018,56.8071,56.8428,55.4786
56.0814,184655855,55.8543,56.2214,54.6057
53.91,217337675,55.63,55.9028,53.9071
53.3743,300872480,54.3486,54.7857,51.7957
50.4586,284991925,51.67,52.5386,50.4314
53.43,270036491,51.6143,53.5157,50.7143
51.9557,219333726,53.0214,53.5214,51.7857
53.3857,185283336,52.9314,53.6357,52.1028
53.8557,132123640,54.01,54.2343,53.4614
54.7728,114931004,54.2328,54.9957,54.0128
54.3543,124617257,54.5028,54.7671,53.7228
54.3486,110099393,54.6157,54.9314,54.0
52.2928,212521674,52.9771,53.2357,51.6243
50.8614,193669478,51.7386,52.4286,50.8571
50.92,133633050,52.0728,52.1257,50.7271
53.3714,163954819,51.4714,53.3771,51.0
53.74,146323144,53.3528,54.1371,52.9428
53.3886,217625305,52.1543,53.6357,52.1428
54.7971,160158018,53.0243,54.8286,52.9715
55.71,101134490,55.4543,55.9286,55.4286
55.7128,104308921,55.4643,55.9771,55.1728
54.9757,130506429,55.7957,56.0114,54.5514
54.4328,85770886,55.1171,55.3343,54.3886
53.4357,109691503,53.5343,54.0,53.1186
54.2486,127132428,52.4814,54.3328,52.3543
54.8471,87373746,55.08,55.0857,54.5714
54.8771,103837961,54.6286,55.5157,54.6157
53.9257,141166172,54.8471,55.1428,53.5743
54.2771,116765635,53.2857,54.4114,53.1286
54.9457,110052633,54.5914,55.1728,54.3214
55.6143,133540370,55.2886,56.03,55.1086
56.1371,103610951,55.9186,56.2371,55.7
57.2143,173859192,56.5057,57.2147,56.4328
58.8043,205318042,56.7143,59.0328,56.4578
59.0643,193493638,59.3214,60.4086,58.7414
58.8771,150996555,59.9486,60.2271,58.8571
57.4028,241788403,57.29,58.5457,56.6714
57.7571,136487861,57.1828,58.1057,57.1214
57.5957,203032191,57.1228,57.7114,55.9
57.0371,157716487,58.39,58.4643,56.8657
56.7157,107310242,57.17,57.6771,56.6443
55.7957,162647149,57.4171,57.4586,55.1728
54.4743,136874891,55.3028,55.5557,54.4543
53.5143,166972660,54.3386,54.6628,53.3101
53.2143,308080802,53.51,54.5428,50.6057
54.0357,196160359,52.5514,54.26,51.4714
53.91,202875671,53.3328,54.9686,53.1149
52.8286,133849140,53.6828,53.9628,52.6413
55.5443,110141043,54.1557,55.5443,54.03
57.1843,151188005,56.0814,57.5971,55.9286
57.4557,155337537,58.1914,58.4643,57.1628
58.3471,105774372,57.8543,58.3471,57.55
60.2857,142922473,59.5471,60.2857,59.3243
59.9986,171172941,60.2486,60.9571,59.42
60.32,213231124,60.2514,60.6867,59.4271
56.9457,275674643,57.3357,58.3456,56.8286
56.4728,137224191,57.1428,57.1928,56.3157
56.1243,154943506,56.8714,57.02,55.8214
57.9671,125430938,56.5971,58.0714,56.4857
56.8243,107432952,57.8614,58.0786,56.7686
57.2286,113884784,57.3943,57.5071,56.1644
57.8128,123496347,58.2228,58.4286,57.4128
57.85,80540134,57.5714,58.05,57.5014
57.8257,96335779,57.4886,58.4757,57.2928
56.6443,132769740,56.7728,57.0714,56.1743
56.7728,81719705,57.1557,57.2057,56.4443
57.5814,110279293,57.01,57.6286,56.48
57.1771,75324993,57.4328,57.6343,57.0228
57.1043,67411392,57.13,57.1428,56.59
58.0328,99898290,57.4586,58.2857,57.3657
56.4686,139385792,56.71,57.27,56.3186
55.0314,186111226,56.7186,56.7443,54.5928
54.9457,163319499,55.23,55.5286,54.3228
54.18,108182162,54.7886,55.0357,54.0286
55.5471,107614952,54.4,55.6428,54.2071
54.9671,87102636,55.6071,55.8771,54.9028
53.9157,119918436,54.8543,54.94,53.6428
53.5628,92964578,54.1314,54.2843,53.5543
52.7157,111837844,52.9143,53.0971,52.2728
53.7871,102201781,53.0028,53.99,52.9914
52.4271,107011272,53.5014,53.6914,52.4114
51.9386,63689820,52.6314,53.0214,51.9028
53.7314,86538996,53.1928,53.8171,52.9043
53.3143,93871498,53.6914,54.1186,52.8857
54.6,101253000,54.47,54.6108,54.0428
55.4186,95857679,54.6486,55.5714,54.3928
55.6714,94724238,55.69,56.2328,55.5114
56.1443,89257027,56.2128,56.63,55.7697
55.85,70841701,56.0728,56.3757,55.6257
55.5843,76144063,55.7043,55.8486,55.2518
55.8086,93960468,55.9214,56.5,55.7471
56.2314,74176572,56.1214,56.2914,55.8614
55.9771,74755332,55.9543,56.2714,55.6357
55.5443,84620155,56.1428,56.4857,55.3
54.3128,101456840,55.2428,55.34,53.9543
54.1343,64036768,54.7614,54.82,54.0443
54.4314,105291372,54.3371,54.8786,54.2243
54.6014,58582206,54.6386,54.9786,54.3543
56.5643,84150665,55.3943,56.5857,55.3228
56.635,65476620,56.67,56.7571,56.0014
56.9357,50399476,56.7143,57.0186,56.5857
57.6186,67331438,57.0986,57.6557,57.0707
58.0757,66234181,57.5857,58.4414,57.5743
57.52,57101943,58.1271,58.3214,57.3343
57.8743,53774275,57.6286,57.95,57.2157
57.8571,44900596,57.6443,58.04,57.6414
58.7471,75476123,58.4857,58.9286,58.4286
59.0628,64703000,58.5714,59.24,58.4686
59.7186,67606475,59.2786,59.7928,58.9528
60.3428,79538994,59.9671,60.3928,59.8886
60.2471,98339110,60.7857,61.1071,60.1928
60.4628,64474443,60.8443,60.8571,60.2143
60.3643,53739093,60.3828,60.4071,59.9014
60.1986,53125179,60.3257,60.4143,59.8214
59.9728,56446393,59.9571,60.0643,59.8086
60.6714,60589792,60.6,60.8557,60.4228
61.3014,68859875,60.9943,61.3528,60.9
61.1071,65151043,61.45,61.6241,60.93
60.0428,103061661,61.07,61.0714,59.9643
61.0584,76162193,60.3814,61.2071,60.3286
60.0586,127725188,60.7286,60.7286,59.9357
63.8086,239249712,64.92,64.9214,63.39
63.5186,80913094,64.0514,64.1128,63.3057
63.8971,74902122,63.4771,64.0686,63.3957
64.7157,94626868,63.6728,64.8428,63.6271
65.2114,97874379,65.0843,65.4628,64.7243
65.17,67269418,65.4871,65.57,65.0786
65.0171,46615058,65.1286,65.31,64.8543
65.6686,71618981,65.3286,65.7143,65.08
66.2814,62225658,65.4828,66.4257,65.4573
66.9757,78941684,66.4643,67.1071,66.3687
68.0971,101696381,67.2143,68.1128,67.1
70.4528,220416976,68.68,70.9643,68.6514
70.4886,157587127,70.1371,71.0886,69.7928
71.8,128970559,71.3614,71.9757,71.0128
72.78,114963904,72.0943,72.7943,71.7143
71.0957,374517892,73.4657,75.1843,70.9843
71.7443,235805641,70.2143,72.1271,69.5186
71.7314,133666300,71.8728,72.5385,71.4714
73.55,150412545,72.4114,73.55,72.0171
73.2914,120564116,73.2971,73.6414,72.7243
73.77,141721973,73.5828,73.9756,72.7857
74.63,103715531,74.2385,74.7,74.0914
75.1085,136457481,74.4728,75.5,73.7543
76.4871,149434575,75.4228,76.4871,75.1214
77.4914,237448891,77.3657,78.23,76.5285
77.7814,170563731,78.31,78.3157,76.9671
77.8828,107544392,77.7485,78.1143,77.5028
76.1657,201797181,77.9171,78.2114,75.1428
75.7514,202211301,74.8085,76.2414,73.7458
75.8128,198964910,76.6857,76.8257,74.7571
77.4271,128668929,76.3843,77.57,76.0171
77.8814,104560151,77.7443,78.2485,77.5871
78.8571,101001000,78.426,78.8571,78.1428
81.1571,172173592,79.6485,81.1685,79.3928
84.2257,353599156,82.5785,84.96,82.2
83.6514,289496777,85.6585,85.7157,82.65
83.6528,206076492,83.5314,84.1714,82.5714
85.8714,224435817,85.4814,85.9671,84.15
86.5657,203497481,85.6443,86.7,83.1428
86.0714,160447118,86.1057,87.0928,85.9157
85.62,155867437,85.3971,86.3571,85.0757
85.15,107403062,85.7843,85.9714,84.9144
86.7114,148719035,85.6843,86.7357,85.0371
87.7828,151353625,86.5971,88.04,86.58
88.2314,163667329,88.34,88.7785,87.1871
87.1228,151111705,87.54,88.08,86.7471
85.65,182067395,86.9671,87.2228,85.42
88.3757,149091365,85.9757,88.3957,85.7685
89.9028,208117692,89.6143,90.3157,88.93
89.1871,142980433,89.1928,89.4085,88.1428
90.5257,159997578,89.5685,90.6657,89.0571
90.89,149052655,89.4471,91.4057,89.3285
89.7771,221909237,91.4185,92.0,89.4285
89.4571,173844142,90.8857,90.9814,89.0489
88.9671,153188746,89.2857,90.19,88.6428
86.4614,214640084,89.1585,89.2428,86.2157
82.8757,262356159,87.1514,87.1828,82.6071
87.1,255328647,82.7057,87.1428,81.7014
86.9057,238277411,87.6743,88.6071,86.1014
83.92,208302982,85.7457,86.3903,83.5028
81.8543,257480867,84.4828,84.9457,81.4885
81.6714,241398292,81.5157,82.3814,79.5171
80.04,263552249,80.3728,81.0985,79.2857
87.1428,225862488,87.9478,88.2857,86.5714
86.8143,133588810,87.7528,87.8128,86.0185
86.1428,101533910,86.4385,86.5971,85.7857
83.4257,126321688,85.4,85.4857,83.2857
83.1614,152492176,83.5571,85.2514,83.0328
83.7114,106750312,82.8914,83.9142,82.6943
83.1171,97380669,84.3571,84.4857,82.9
80.75,132304520,82.44,82.6228,80.7385
81.3543,114959564,80.2143,81.8243,80.1757
81.1685,124080357,81.3685,81.6428,79.8185
81.3114,120022806,80.5285,81.9968,80.1214
81.5028,83026395,82.0828,82.2685,81.2058
80.9585,99653570,80.7143,82.0671,80.6214
79.7457,87975396,80.3671,81.0728,79.6571
79.0243,118859546,80.2071,80.46,78.8214
78.0107,139914782,79.15,79.5557,77.2914
75.7314,178603164,77.9014,78.2143,75.7314
75.7685,182773345,76.28,77.63,74.5971
80.1828,157250007,76.3571,80.22,76.2928
79.5671,173417772,81.3643,81.9828,78.94
81.5085,145594164,79.6428,81.8285,79.0328
80.76,123856147,82.2671,82.3571,80.1757
80.3271,81958125,80.6557,80.8357,79.7817
81.7528,94973228,81.5571,82.0,80.7585
82.7385,132188320,81.3143,82.8557,80.9371
82.5328,122817347,82.9628,83.0714,81.6371
80.1414,130080689,81.3085,81.8071,80.0743
80.6128,138991972,80.2143,81.0714,78.3571
80.4043,96944429,80.1814,80.9243,79.7614
81.6371,100135800,81.11,81.9785,80.7857
81.6743,94916808,82.47,82.4743,81.5
82.9028,86587996,81.6571,82.9405,81.2857
81.5957,147605824,83.96,84.0714,81.5185
82.3085,108784723,82.0657,82.3743,80.9571
81.7371,73380042,82.0743,82.64,81.4828
81.6471,86325986,81.6057,81.9285,81.0371
82.0185,83596545,81.5714,82.0885,81.3643
83.6828,109922713,81.5657,83.9843,81.4814
83.9157,90239127,83.3428,84.2857,83.3
83.6773,89706357,84.03,84.1785,82.9714
82.5243,81511944,83.6343,84.0314,82.4914
83.1571,70792001,82.72,83.17,82.2028
81.5378,75963043,82.4714,82.8285,81.4814
81.7178,69124972,81.6185,82.07,81.0471
82.0714,50737114,82.1428,82.3914,81.7028
81.2928,70572061,81.6671,82.0,80.8014
83.4285,105131912,82.5714,83.4285,82.0357
84.6457,99806940,83.5328,84.7814,83.3714
85.63,60428183,84.9828,85.7143,84.8571
87.1343,120978516,85.7943,87.7628,85.6643
86.5543,104693151,86.7271,86.92,85.94
